"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-080","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-05 | Payment route | EDrill employee awards are paid into the recipient employee's bank account through the normal payroll session. Labour-hire awards are paid by EDMPL to the appointed labour-hire agency at the time of application for onward payment to its employee using the agency's existing payroll/payment process. | Approved | Finance / HR / Com...","Approval Evidence Needed","Administrative","Convert to approval evidence item","Funding entity is Energy Drilling Management Pte. Ltd. / EDMPL.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-081","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-06 | Payroll treatment | For EDrill employees, the bursary is added as a line item on the employee's payslip and paid through normal payroll. The bursary payment is tax liable to the recipient, and the recipient is responsible for their own tax position. | Approved | Thailand Finance / Payroll / Committee | Routine payroll administration remains wit...","Already Decided / Needs Propagation","Minor","No action","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-082","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-07 | Tax treatment | Payments are tax liable to the recipient, and the recipient is responsible for their own tax position; documents must not state or imply tax-free or non-taxable treatment | Approved | Thailand Finance / Payroll / Committee | Approved internally for Phase 1 operation, subject to the approved controls in this document | Management...","Approval Evidence Needed","Administrative","Convert to approval evidence item","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-083","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-08 | Eligible expenses | Tuition, compulsory school fees, books, uniforms, required school materials | Provisional | HR / Finance | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-084","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-09 | Excluded expenses | Transport, meals, devices, tutoring unless expressly approved | Provisional | HR / Finance | | Decision questionnaire default | |","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-085","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-10 | Costs below award value | Pay/reimburse evidenced eligible costs only, up to award limit | Provisional | Finance / HR | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-086","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","6. Award Value and Payment Decisions","| PAY-11 | Carry-forward | No carry-forward of unused award funds | Provisional | Finance / HR | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-087","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| ID | Decision area | Current recommended position | Status | Accountable owner | Decision / final wording | Evidence/source | Date |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-088","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-01 | Selection method | No further Marcus clarification is outstanding. If eligible applications exceed available bursary places, the Committee applies a means-tested, need-weighted assessment considering financial need and family circumstances. | Provisional | HR / Executive Sponsor | User confirmed no questions for Marcus and to move on | User cla...","Already Decided / Needs Propagation","Minor","No action","Phase 1 Committee is confirmed: Alex Maroske, Jacquline Ho, Malee Pasutharnchart, Luke Byrne, Sittikorn Intahkaew.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-089","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-02 | Academic merit | Not used except minimum proof of enrolment/attendance | Provisional | HR / Executive Sponsor | | Decision questionnaire default | |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-090","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-03 | Renewal | There is no automatic renewal and no automatic renewal priority. Each award year is a reset. Existing recipients may reapply and will be assessed under the same criteria as other applicants, subject to eligibility, available places, and annual approval. | Provisional | Executive Sponsor / HR | User confirmed annual reset, no automatic...","Already Decided / Needs Propagation","Major","Replace with confirmed wording","Annual reset; no automatic renewal and no automatic renewal priority.","","Keep annual reset wording and remove renewal priority wording.","Already Answered"
"DEC-091","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-04 | Renewal approach | Resolved: no automatic renewal priority. Prior award status should not create a preference or override need-based assessment. | Provisional | HR / Executive Sponsor | User confirmed yearly reset and no automatic priority | User clarification 2026-06-11 | 2026-06-11 |","Already Decided / Needs Propagation","Major","Replace with confirmed wording","Annual reset; no automatic renewal and no automatic renewal priority.","","Keep annual reset wording and remove renewal priority wording.","Already Answered"
"DEC-092","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-05 | Application anonymity | Finance/HR receives raw applications and Finance verifies salary eligibility internally; Committee receives anonymised applications where practicable | Approved | HR / Finance / Committee | Chairman/Committee-approved internal compliance position; no external legal advice obtained | Management decision 2026-06-11 | 2026-...","Warning / Control Text","Administrative","Keep as warning/control","Appeals go to the Chairman of the Committee.","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-093","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-06 | Appeal process | Rejected applicants may appeal to the Chairman of the Committee for review | Provisional | HR / Legal / Committee Chairman | User confirmed appeal route to Chairman | User clarification 2026-06-11 | 2026-06-11 |","Already Decided / Needs Propagation","Minor","No action","Phase 1 Committee is confirmed: Alex Maroske, Jacquline Ho, Malee Pasutharnchart, Luke Byrne, Sittikorn Intahkaew.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-094","01_drafting/decisions/EDrill_Family_Bursary_Decision_Log.md","7. Selection and Governance Decisions","| GOV-07 | Committee membership | Alex Maroske - Chairman; Jacquline Ho - Senior Finance Manager, Singapore; Malee Pasutharnchart - Office Manager / Finance, Thailand; Luke Byrne - Director of Operations, Thailand; Sittikorn Intahkaew - Regional QHSSE Manager | Approved | Executive Sponsor / HR / Committee | Phase 1 Bursary Committee membership confirmed ...","Already Decided / Needs Propagation","Minor","No action","No ROS activation and no fundraising in Phase 1.","","Leave unchanged if wording already reflects known decision.","Already Answered"
